order_id,order_date,region,product_category,customer_id,quantity,unit_price,revenue
ORD-00227,2025-03-12,South,Books,CUST-0158,2,109.7,219.4
ORD-00215,2025-02-01,East,Sporting Goods,CUST-0021,6,95.99,575.94
ORD-00191,2025-01-04,West,Sporting Goods,CUST-0065,9,237.77,2139.93
ORD-00444,2024-09-20,South,Electronics,CUST-0038,3,59.59,178.77
ORD-00321,2024-06-22,South,Apparel,CUST-0018,6,278.97,1673.82
ORD-00283,2024-12-28,South,Electronics,CUST-0058,9,84.13,757.17
ORD-00030,2024-08-27,West,Books,CUST-0062,7,87.84,614.88
ORD-00170,2024-01-13,West,Sporting Goods,CUST-0176,11,261.29,2874.19
ORD-00181,2025-05-21,West,Books,CUST-0126,2,225.47,450.94
ORD-00101,2025-03-25,East,Apparel,CUST-0164,10,274.68,2746.8
ORD-00198,2024-03-04,East,Electronics,CUST-0155,5,240.21,1201.05
ORD-00210,2025-02-24,East,Apparel,CUST-0025,10,90.94,909.4
ORD-00136,2024-06-13,West,Home Goods,CUST-0123,1,128.26,128.26
ORD-00474,2024-09-09,West,Apparel,,11,115.74,1273.14
ORD-00432,2025-02-03,North,Home Goods,CUST-0094,8,186.24,1489.92
ORD-00199,2024-07-02,North,Apparel,CUST-0103,2,288.5,577.0
ORD-00374,2024-07-20,South,Books,CUST-0072,3,295.63,886.89
ORD-00167,2024-06-22,North,Sporting Goods,CUST-0057,3,255.73,767.19
ORD-00388,2025-03-24,East,Home Goods,CUST-0175,1,63.1,63.1
ORD-00137,2024-11-21,Unknown,Electronics,CUST-0098,4,125.78,503.12
ORD-00286,2025-05-21,North,Apparel,CUST-0149,2,253.88,507.76
ORD-00336,2025-03-12,East,Electronics,CUST-0097,6,35.79,214.74
ORD-00132,2024-10-25,West,Books,CUST-0175,8,259.65,2077.2
ORD-00040,2024-12-07,North,Sporting Goods,CUST-0081,6,138.89,833.34
ORD-00216,2024-05-27,East,Books,CUST-0070,6,232.9,1397.4
ORD-00044,2024-07-10,North,Home Goods,CUST-0135,5,59.5,297.5
ORD-00055,2024-09-25,West,Home Goods,CUST-0128,11,76.91,846.01
ORD-00478,2024-01-10,North,Apparel,CUST-0032,10,283.23,2832.3
ORD-00300,2024-01-12,South,Home Goods,CUST-0160,5,189.58,947.9
ORD-00459,2025-03-30,South,Sporting Goods,CUST-0085,6,256.14,1536.84
ORD-00305,2024-10-20,North,Electronics,CUST-0164,2,205.03,410.06
ORD-00036,2024-02-04,South,Electronics,CUST-0152,11,148.49,1633.39
ORD-00316,2024-12-22,East,Electronics,CUST-0001,2,167.37,334.74
ORD-00310,2024-02-28,South,Books,CUST-0096,3,33.32,99.96
ORD-00277,2024-09-09,West,Apparel,CUST-0038,6,216.12,1296.72
ORD-00125,2025-04-06,North,Home Goods,CUST-0134,11,123.41,1357.51
ORD-00143,2024-05-29,East,Home Goods,CUST-0173,3,144.72,434.16
ORD-00111,2024-05-29,West,Sporting Goods,CUST-0051,11,81.89,900.79
ORD-00324,2025-05-09,East,Books,CUST-0117,11,183.78,2021.58
ORD-00333,2024-06-16,North,Home Goods,CUST-0049,4,139.57,558.28
ORD-00394,2024-11-19,North,Sporting Goods,CUST-0040,11,14.18,155.98
ORD-00440,2024-08-02,South,Apparel,CUST-0012,2,20.43,40.86
ORD-00108,2024-12-25,East,Home Goods,CUST-0025,3,85.26,255.78
ORD-00447,2024-06-18,East,Electronics,CUST-0139,7,66.79,467.53
ORD-00013,2025-02-01,South,Sporting Goods,CUST-0028,11,191.03,2101.33
ORD-00273,2024-03-22,North,Apparel,CUST-0054,3,192.23,576.69
ORD-00048,2025-04-27,West,Books,CUST-0096,7,227.52,1592.64
ORD-00204,2025-01-12,North,Electronics,CUST-0061,10,194.36,1943.6
ORD-00446,2024-12-23,South,Electronics,,2,278.3,556.6
ORD-00120,2024-03-02,West,Books,CUST-0126,11,19.28,212.08
ORD-00022,2024-07-19,North,Sporting Goods,CUST-0119,1,162.58,162.58
ORD-00403,2024-06-22,East,Sporting Goods,CUST-0134,10,255.85,2558.5
ORD-00084,2025-03-25,West,Home Goods,CUST-0120,8,86.28,690.24
ORD-00131,2024-11-01,East,Home Goods,CUST-0129,11,147.99,1627.89
ORD-00484,2025-03-06,South,Sporting Goods,CUST-0058,10,78.58,785.8
ORD-00330,2024-10-26,South,Books,CUST-0027,2,152.1,304.2
ORD-00230,2024-04-05,South,Electronics,CUST-0176,6,123.76,742.56
ORD-00497,2024-03-05,South,Home Goods,CUST-0144,4,91.26,365.04
ORD-00287,2024-03-27,South,Electronics,CUST-0163,4,104.42,417.68
ORD-00124,2024-09-11,South,Electronics,CUST-0110,11,34.0,374.0
ORD-00034,2024-10-26,North,Electronics,CUST-0122,2,213.87,427.74
ORD-00476,2025-02-27,North,Electronics,CUST-0076,6,72.12,432.72
ORD-00005,2024-08-21,North,Home Goods,CUST-0143,1,245.14,245.14
ORD-00412,2024-05-04,West,Books,CUST-0009,1,60.15,60.15
ORD-00020,2024-08-31,North,Home Goods,CUST-0083,11,65.72,722.92
ORD-00220,2025-05-02,South,Home Goods,CUST-0035,2,250.24,500.48
ORD-00380,2024-05-21,West,Electronics,CUST-0117,11,171.75,1889.25
ORD-00341,2024-12-08,West,Home Goods,CUST-0076,5,17.39,86.95
ORD-00420,2024-09-30,South,Home Goods,CUST-0075,5,286.32,1431.6
ORD-00357,2024-03-22,West,Apparel,CUST-0074,7,73.39,513.73
ORD-00150,2024-02-01,South,Books,CUST-0153,4,242.39,969.56
ORD-00225,2025-01-24,North,Home Goods,CUST-0072,9,152.72,1374.48
ORD-00248,2024-08-12,East,Apparel,,9,163.23,1469.07
ORD-00475,2024-12-08,North,Home Goods,CUST-0019,1,59.04,59.04
ORD-00152,2024-05-31,West,Electronics,CUST-0058,10,88.05,880.5
ORD-00483,2024-05-15,North,Electronics,CUST-0033,9,256.7,2310.3
ORD-00318,2025-01-27,North,Apparel,CUST-0079,10,145.99,1459.9
ORD-00292,2024-05-24,East,Books,CUST-0058,2,97.84,195.68
ORD-00234,2025-02-13,South,Books,CUST-0025,3,83.22,249.66
ORD-00011,2024-10-11,North,Apparel,CUST-0089,3,46.3,138.9
ORD-00280,2024-02-14,South,Sporting Goods,CUST-0121,1,144.55,144.55
ORD-00072,2024-04-12,South,Apparel,CUST-0116,11,173.9,1912.9
ORD-00253,2024-04-11,West,Sporting Goods,CUST-0044,7,267.31,1871.17
ORD-00093,2025-03-30,West,Apparel,CUST-0145,6,285.19,1711.14
ORD-00482,2025-03-23,North,Sporting Goods,CUST-0154,1,118.43,118.43
ORD-00350,2024-03-29,East,Electronics,CUST-0091,4,229.82,919.28
ORD-00416,2024-12-31,East,Home Goods,,5,67.21,336.05
ORD-00375,2025-04-23,West,Home Goods,CUST-0126,5,272.58,1362.9
ORD-00401,2025-06-22,South,Home Goods,CUST-0002,6,177.86,1067.16
ORD-00193,2024-11-23,East,Sporting Goods,CUST-0052,11,80.04,880.44
ORD-00258,2024-02-25,West,Sporting Goods,CUST-0117,7,291.93,2043.51
ORD-00485,2024-09-07,North,Sporting Goods,CUST-0062,8,188.65,1509.2
ORD-00340,2025-05-29,North,Home Goods,CUST-0017,11,222.17,2443.87
ORD-00494,2024-11-21,North,Sporting Goods,CUST-0110,10,28.8,288.0
ORD-00196,2024-02-17,East,Sporting Goods,CUST-0147,5,160.74,803.7
ORD-00344,2024-10-05,East,Books,CUST-0133,6,282.79,1696.74
ORD-00138,2024-01-17,West,Sporting Goods,CUST-0005,9,277.62,2498.58
ORD-00261,2025-03-04,North,Apparel,CUST-0005,2,104.99,209.98
ORD-00039,2024-05-29,South,Sporting Goods,CUST-0177,6,246.0,1476.0
ORD-00202,2025-05-05,West,Electronics,CUST-0002,9,295.38,2658.42
ORD-00471,2025-02-02,South,Books,CUST-0160,7,99.17,694.19
ORD-00291,2025-03-12,West,Home Goods,CUST-0071,11,231.39,2545.29
ORD-00449,2024-10-08,East,Electronics,CUST-0140,6,13.22,79.32
ORD-00190,2024-06-11,East,Electronics,CUST-0105,11,123.37,1357.07
ORD-00252,2024-09-23,West,Books,CUST-0099,1,66.85,66.85
ORD-00113,2024-10-27,North,Sporting Goods,CUST-0164,2,233.38,466.76
ORD-00438,2025-05-15,West,Home Goods,CUST-0122,8,184.19,1473.52
ORD-00184,2025-01-11,West,Sporting Goods,CUST-0116,9,92.05,828.45
ORD-00153,2025-05-10,East,Electronics,CUST-0154,11,82.38,906.18
ORD-00313,2024-03-05,West,Sporting Goods,CUST-0092,3,224.93,674.79
ORD-00326,2024-05-04,South,Books,CUST-0148,10,28.98,289.8
ORD-00192,2024-12-06,North,Books,CUST-0074,7,274.64,1922.48
ORD-00045,2024-02-06,West,Apparel,CUST-0050,9,144.51,1300.59
ORD-00445,2024-10-01,West,Apparel,CUST-0108,10,248.73,2487.3
ORD-00276,2024-09-17,South,Electronics,CUST-0077,4,160.46,641.84
ORD-00007,2024-02-16,West,Books,CUST-0078,6,223.08,1338.48
ORD-00251,2024-04-06,East,Books,CUST-0091,3,195.01,585.03
ORD-00312,2024-12-29,North,Sporting Goods,CUST-0013,4,136.76,547.04
ORD-00076,2024-09-13,East,Apparel,CUST-0074,4,73.75,295.0
ORD-00001,2024-02-18,East,Home Goods,CUST-0158,8,204.18,1633.44
ORD-00429,2024-01-14,North,Electronics,CUST-0136,3,13.38,40.14
ORD-00392,2024-04-06,West,Apparel,CUST-0035,7,229.73,1608.11
ORD-00384,2024-05-10,South,Books,CUST-0071,1,226.76,226.76
ORD-00433,2025-03-22,North,Books,CUST-0030,2,234.78,469.56
ORD-00069,2024-02-11,North,Books,CUST-0060,5,147.34,736.7
ORD-00487,2024-06-29,North,Books,CUST-0044,9,83.31,749.79
ORD-00168,2024-03-31,East,Sporting Goods,CUST-0151,11,74.48,819.28
ORD-00393,2024-07-17,North,Books,CUST-0111,5,169.76,848.8
ORD-00219,2024-08-29,North,Home Goods,CUST-0052,7,200.28,1401.96
ORD-00043,2025-01-13,West,Electronics,CUST-0134,11,113.36,1246.96
ORD-00367,2024-09-10,East,Electronics,CUST-0061,4,280.42,1121.68
ORD-00346,2024-05-18,North,Sporting Goods,CUST-0047,6,190.98,1145.88
ORD-00073,2024-09-06,South,Sporting Goods,CUST-0073,9,169.23,1523.07
ORD-00024,2025-05-15,East,Electronics,CUST-0108,5,230.08,1150.4
ORD-00399,2024-05-31,East,Sporting Goods,CUST-0046,9,26.96,242.64
ORD-00186,2024-08-28,North,Home Goods,CUST-0052,6,77.59,465.54
ORD-00349,2024-04-07,West,Home Goods,CUST-0037,4,128.38,513.52
ORD-00104,2024-01-04,East,Apparel,CUST-0024,7,245.83,1720.81
ORD-00408,2024-03-18,North,Electronics,CUST-0128,11,28.96,318.56
ORD-00212,2025-01-22,North,Home Goods,CUST-0139,1,119.77,119.77
ORD-00068,2024-07-19,East,Sporting Goods,CUST-0163,7,12.62,88.34
ORD-00048,2025-04-27,West,Books,CUST-0096,7,227.52,1592.64
ORD-00026,2024-12-13,South,Electronics,CUST-0085,4,59.15,236.6
ORD-00197,2024-07-03,West,Home Goods,CUST-0053,2,63.05,126.1
ORD-00176,2024-09-06,West,Books,CUST-0137,7,282.05,1974.35
